一级类目,一级类目ID,二级类目,二级类目ID,三级类目,三级类目ID,关键词,ID,状态,推荐,来源
家具,9847,餐厅家具,9850,椅子,9880,实木吧台椅,bd7e6a5175b7b4fe,启用,普通,品牌词
医药保健,9192,营养健康,9193,调节三高,9203,罗布麻茶,c9fdc7f687f95f54,启用,普通,品牌词
家用电器,737,个护健康,1276,理发器,1287,理发器,81946b5b5b3c947f,启用,普通,品牌词
食品饮料,1320,饮料冲调,1585,咖啡/奶茶,3986,拿铁咖啡,04f8f56e041c75e3,启用,普通,品牌词
食品饮料,1320,茗茶,12202,绿茶,12206,茶包,915139197830dff4,启用,普通,品牌词
母婴,1319,童车童床,1528,婴儿推车,1563,婴儿推车坐,ae44fd0fb5fe2038,启用,普通,品牌词
家具,9847,卧室家具,9848,床头柜,9865,特价床头柜,15c00839213128ac,启用,普通,品牌词
宠物生活,6994,水族,13968,增氧设备,13972,冲氧泵,adca5fd8b89d6117,启用,普通,品牌词
珠宝首饰,6144,时尚饰品,6182,戒指,6190,大银戒指,8f394a25252cd539,启用,普通,品牌词
医药保健,9192,营养成分,9194,辅酶Q10,9226,辅酶q10,53d85f5bb665807e,启用,普通,品牌词
运动户外,1318,健身训练,1463,仰卧板/收腹机,12112,运动健身,677be287caef01d3,启用,普通,品牌词
家具,9847,卧室家具,9848,床,9863,简约实木床,785bb154a1811a0d,启用,普通,品牌词
电脑、办公,670,办公设备,716,投影机,722,家用投影仪,b648e01b89de9732,启用,普通,品牌词
家居家纺,1620,家纺,1621,床单/床笠,1629,磨毛被套,18595fbc4bb6e2ee,启用,普通,品牌词
家具,9847,客厅家具,9849,边桌/茶几,9872,茶几家具,036ed02335d7e71a,启用,普通,品牌词
食品饮料,1320,茗茶,12202,红茶,12207,红茶包,cc5d6730f8fcb671,启用,普通,品牌词
食品饮料,1320,粮油调味,1584,调味品,2677,白醋,0d279fa421323f0b,启用,普通,品牌词
厨具,6196,水具酒具,6219,保温杯,6223,儿童水壶,585903da4f79737a,启用,普通,品牌词
生鲜,12218,海鲜水产,12222,蟹类,12243,母蟹,e484693c5e18de76,启用,普通,品牌词
食品饮料,1320,粮油调味,1584,调味品,2677,牛肉酱,228f616308ad968b,启用,普通,品牌词
食品饮料,1320,粮油调味,1584,调味品,2677,甜面酱,62779f7c951b3014,启用,普通,品牌词
家具,9847,客厅家具,9849,凳子,11142,木凳,cc4a46087eb17eb5,启用,普通,品牌词
家具,9847,客厅家具,9849,凳子,11142,藤摇椅,e85dcde64457ec59,启用,普通,品牌词
食品饮料,1320,茗茶,12202,绿茶,12206,有机茶叶,ec7458361f5fffd2,启用,普通,品牌词
运动户外,1318,健身训练,1463,运动护具,1487,运动护具,ba4d47a02a2ff829,启用,普通,品牌词
家具,9847,卧室家具,9848,床,9863,实木套房家具,483c9be206c0b59f,启用,普通,品牌词
家居家纺,1620,家装软饰,11158,墙贴/装饰贴,11965,儿童房,eb41e89d0de406e8,启用,普通,品牌词
食品饮料,1320,粮油调味,1584,调味品,2677,水煮鱼调料,b112caefbd6ad7da,启用,普通,品牌词
运动户外,1318,健身训练,1463,倒立机,13793,倒立机,419976011750f649,启用,普通,品牌词
食品饮料,1320,粮油调味,1584,杂粮,13790,糯米,99173a83f564f8a8,启用,普通,品牌词
家具,9847,餐厅家具,9850,餐桌,9877,原木实木家具,82203ae077748019,启用,普通,品牌词
珠宝首饰,6144,钻石,6160,钻戒,6162,钻石铂金戒指,1ceced6a743a52a2,启用,普通,品牌词
食品饮料,1320,粮油调味,1584,杂粮,13790,芝麻,18192629a4a1293c,启用,普通,品牌词
家居家纺,1620,家纺,1621,地毯,11160,时尚门,3f2976c4e90bda19,启用,普通,品牌词
母婴,1319,洗护用品,1527,洗发沐浴,1555,儿童洗护,f1bbd6ca96054e12,启用,普通,品牌词
运动户外,1318,健身训练,1463,运动护具,1487,护膝,99cd62e8349426cf,启用,普通,品牌词
家装建材,9855,厨房卫浴,9857,淋浴花洒,9907,花洒淋浴喷头,3dd207f280c1518d,启用,普通,品牌词
家居家纺,1620,家纺,1621,沙发垫套/椅垫,11161,欧式沙发坐垫,4a983cbdd8e00c05,启用,普通,品牌词
家装建材,9855,墙地面材料,9860,油漆/涂料,9931,木器漆,59bbdf0f69313a94,启用,普通,品牌词
运动户外,1318,骑行运动,12115,电动车,12118,小电动滑板车,b0267fc2f5d814e2,启用,普通,品牌词
数码,652,数码配件,829,三脚架/云台,848,单反相机三脚架,e118c03c831b7c44,启用,普通,品牌词
家具,9847,阳台/户外,9853,晾衣架,9889,升降晾衣架,36e8bf2b5f5127e1,启用,普通,品牌词
家用电器,737,个护健康,1276,理发器,1287,电动理发器,ae36023f3a8bea0e,启用,普通,品牌词
礼品箱包,1672,礼品,2599,火机烟具,1440,精品烟斗,b988e0ef07fd90f2,启用,普通,品牌词
礼品箱包,1672,潮流女包,2575,双肩包,5258,皮包皮具,dcd8eaec4b587cb4,启用,普通,品牌词
厨具,6196,水具酒具,6219,玻璃杯,6221,玻璃杯,4092657557cb2b07,启用,普通,品牌词
家装建材,9855,五金工具,9858,家用五金,9920,铰链,4265033a41abe73c,启用,普通,品牌词
食品饮料,1320,粮油调味,1584,杂粮,13790,有机绿豆,00e0589b0f962374,启用,普通,品牌词
食品饮料,1320,茗茶,12202,普洱,12204,普洱茶,cefc3b92aa34691a,启用,普通,品牌词
食品饮料,1320,茗茶,12202,花草茶,12209,罗汉果茶,5ea4deea9c654c3f,启用,普通,品牌词
母婴,1319,童车童床,1528,婴儿推车,1563,婴儿竹推车,bb04aaacd09f7fbb,启用,普通,品牌词
家具,9847,卧室家具,9848,床,9863,1.2米床,6e88ddcb76d711d9,启用,普通,品牌词
家居家纺,1620,家装软饰,11158,装饰摆件,11166,房间装饰品摆件,6cac52fe9ea050d4,启用,普通,品牌词
家具,9847,客厅家具,9849,沙发,9870,时尚布艺沙发,8a6a27f594793ebf,启用,普通,品牌词
食品饮料,1320,粮油调味,1584,杂粮,13790,有机小米,458600dffc0055a4,启用,普通,品牌词
家用电器,737,个护健康,1276,按摩器,967,护眼,fa818074a904f811,启用,普通,品牌词
美妆个护,1316,香水彩妆,1387,底妆,1420,保湿粉饼,360bda8f0632e420,启用,普通,品牌词
家用电器,737,个护健康,1276,剃/脱毛器,742,脱毛器,f4c51d76b0e515a5,启用,普通,品牌词
美妆个护,1316,面部护肤,1381,乳液面霜,1391,蜗牛霜,81f591c04d9a9e47,启用,普通,品牌词
家居家纺,1620,家装软饰,11158,墙贴/装饰贴,11965,浴室贴,c14083ffb8f2d530,启用,普通,品牌词
母婴,1319,妈妈专区,4997,妈咪包/背婴带,5002,宝宝背带,071ef9022fee6da2,启用,普通,品牌词
医药保健,9192,护理护具,12190,眼罩/耳塞,12602,睡眠耳塞,0a6c0bb06b65e2ac,启用,普通,品牌词
服饰内衣,1315,服饰配件,1346,遮阳帽,9794,女太阳帽,98482603644e04bc,启用,普通,品牌词
家具,9847,客厅家具,9849,沙发床,9871,双人沙发床,6a1e946231cd3629,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,吸顶灯,9904,阳台灯具,cf3078e2746943f8,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,吊灯,9906,餐厅灯饰,fc212e21b6b82ef6,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,吸顶灯,9904,卧室欧式吸顶灯,5f534393299cf1e3,启用,普通,品牌词
鞋靴,11729,流行男鞋,11730,拖鞋/人字拖,6911,潮男拖鞋,ecfc776650ff9296,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,吸顶灯,9904,卧室吸顶灯,637ce71ac0e83432,启用,普通,品牌词
鞋靴,11729,流行男鞋,11730,拖鞋/人字拖,6911,男士人字拖,f202e6caf0a64b83,启用,普通,品牌词
电脑、办公,670,外设产品,686,线缆,1049,视频分配器,c76c0367dec2b84d,启用,普通,品牌词
汽车用品,6728,美容清洗,6743,洗车配件,11880,轮胎刷,5825fb0b574ffbdc,启用,普通,品牌词
汽车用品,6728,汽车装饰,6745,功能小件,11889,升窗器,bdef226fae7cdef8,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,吊灯,9906,中式大吊灯,b5e92cf9a07bc959,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,吊灯,9906,餐厅灯具,2d22bc9793671221,启用,普通,品牌词
汽车用品,6728,美容清洗,6743,洗车配件,11880,洗车海绵,54a50b356aa589da,启用,普通,品牌词
数码,652,智能设备,12345,智能手环,12347,血压监测,bb1877720f385d3d,启用,普通,品牌词
汽车用品,6728,美容清洗,6743,洗车毛巾,13254,麂皮巾,9b06a923bb90360f,启用,普通,品牌词
运动户外,1318,户外装备,1462,帐篷/垫子,1473,户外垫子,489a195d5a6ca380,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,落地灯,9901,中式落地灯,aa13cac62de2dc6e,启用,普通,品牌词
珠宝首饰,6144,翡翠玉石,6167,项链/吊坠,6168,玉吊坠,702a5ba629148656,启用,普通,品牌词
家用电器,737,厨房小电,752,电饭煲,753,厨房家电,dc133b46eece030a,启用,普通,品牌词
医药保健,9192,保健器械,9197,制氧机,12188,呼吸制氧,71c0183b13797da6,启用,普通,品牌词
珠宝首饰,6144,水晶玛瑙,6172,手镯/手链/脚链,6180,玛瑙手镯,a37a6248b1e9a7d4,启用,普通,品牌词
珠宝首饰,6144,木手串/把件,12041,菩提,12051,菩提子,50d586a4cf451bce,启用,普通,品牌词
鞋靴,11729,流行男鞋,11730,拖鞋/人字拖,6911,凉拖鞋,e71bbc01f12c2431,启用,普通,品牌词
珠宝首饰,6144,珍珠,12042,珍珠吊坠,12054,珍珠吊坠,aaa48c5c22038d48,启用,普通,品牌词
珠宝首饰,6144,时尚饰品,6182,项链,6188,水晶项链,4db393d5121a3e62,启用,普通,品牌词
汽车用品,6728,车载电器,6740,行车记录仪,6964,行车一体机,ffdc5cc75350b6c8,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,吸顶灯,9904,方形吸顶灯,dabcd3108267ace6,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,吊灯,9906,欧式客厅吊灯,5967077719fc809c,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,吊灯,9906,欧式大吊灯,d37782810776ce37,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,吊灯,9906,卧室小吊灯,66745ecdbbe433e9,启用,普通,品牌词
珠宝首饰,6144,翡翠玉石,6167,项链/吊坠,6168,羊脂玉吊坠,6323870d0d66b1f8,启用,普通,品牌词
汽车用品,6728,车载电器,6740,车载影音,6965,车载影音,497096cc4e70457a,启用,普通,品牌词
礼品箱包,1672,功能箱包,2577,拉杆箱,2589,万向轮拉杆箱,cfc08f5a3cdc9a29,启用,普通,品牌词
运动户外,1318,健身训练,1463,运动护具,1487,男士护膝,7432cbee93d374bc,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,吊灯,9906,中式仿古吊灯,5815cd116eca37c8,启用,普通,品牌词
服饰内衣,1315,女装,1343,针织衫,1356,开衫毛衣外套,079ed8a8aace50e1,启用,普通,品牌词
医药保健,9192,保健器械,9197,养生器械,1508,养生器械,ef796c74def6c19a,启用,普通,品牌词
厨具,6196,厨房配件,6214,烘焙/烧烤,6216,烤鱼炉,0abd91f4e164d2a9,启用,普通,品牌词
珠宝首饰,6144,水晶玛瑙,6172,手镯/手链/脚链,6180,红玛瑙,c368a9a99ae6ca5d,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,落地灯,9901,现代落地灯,c39fb4561c65d6f5,启用,普通,品牌词
运动户外,1318,户外装备,1462,望远镜,1480,电子显微镜,2067848a76675394,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,吸顶灯,9904,格栅灯,d5232f9236f212ed,启用,普通,品牌词
家居家纺,1620,家装软饰,11158,装饰摆件,11166,家居装饰灯,2a244608d7c8b821,启用,普通,品牌词
鞋靴,11729,流行男鞋,11730,男靴,6912,男士雪地靴,7fa1cfb1bea2c2fc,启用,普通,品牌词
珠宝首饰,6144,时尚饰品,6182,耳饰,6191,耳扣,38609d2cfba046ea,启用,普通,品牌词
鞋靴,11729,流行男鞋,11730,拖鞋/人字拖,6911,冬季棉拖,3b47b5e649ac3d62,启用,普通,品牌词
运动户外,1318,户外装备,1462,野餐用品,1477,户外喷枪,e8ecbeab6ae02cf1,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,节能灯,9899,照明灯管,e99f2584024bd021,启用,普通,品牌词
运动户外,1318,户外装备,1462,野餐用品,1477,户外餐具,71dfbd7c53e1b397,启用,普通,品牌词
家居家纺,1620,家纺,1621,窗帘/窗纱,4952,遮阳布,2aad1ff60f919336,启用,普通,品牌词
运动户外,1318,户外装备,1462,烧烤用具,13803,铁板烧,7873d6673eb7145e,启用,普通,品牌词
汽车用品,6728,美容清洗,6743,清洁剂,11878,美容清洗,fc473818366a3cd9,启用,普通,品牌词
礼品箱包,1672,潮流女包,2575,单肩包,5257,果冻包,f7ec72e9a9bc7cb8,启用,普通,品牌词
运动户外,1318,垂钓用品,12147,钓竿,12148,鲤鱼竿,35bbc70041349cc7,启用,普通,品牌词
珠宝首饰,6144,翡翠玉石,6167,手镯/手串,6169,玉石手镯,c4085c3da5dd7551,启用,普通,品牌词
汽车用品,6728,维修保养,6742,添加剂,11850,机油添加剂,d0e6725996ac79b8,启用,普通,品牌词
珠宝首饰,6144,时尚饰品,6182,手链/脚链,6189,男士首饰,fd2263b2a96675a2,启用,普通,品牌词
宠物生活,6994,水族,13968,增氧设备,13972,冲浪泵,61c39062a94bf0ef,启用,普通,品牌词
玩具乐器,6233,益智玩具,6271,早教启智,6277,电动玩具,dce7f246c1c18056,启用,普通,品牌词
鞋靴,11729,时尚女鞋,11731,单鞋,6914,女休闲皮鞋,491418ea18dfb8ce,启用,普通,品牌词
运动户外,1318,骑行运动,12115,穿戴装备,12121,自行车坐垫,e0bbb6eb08d8366a,启用,普通,品牌词
服饰内衣,1315,服饰配件,1346,女士丝巾/围巾/披肩,12021,披肩,a7893dea0cd43367,启用,普通,品牌词
玩具乐器,6233,乐器,6291,乐器配件,6305,谱架,7b76d1d156b74124,启用,普通,品牌词
运动户外,1318,健身训练,1463,舞蹈用品,13808,芭蕾舞鞋,1ac286ecb4fbb86f,启用,普通,品牌词
礼品箱包,1672,潮流女包,2575,单肩包,5257,高档女包,6be41ac163893406,启用,普通,品牌词
运动户外,1318,户外装备,1462,户外工具,1479,工兵铲,830ec086d9b2659e,启用,普通,品牌词
运动户外,1318,垂钓用品,12147,浮漂,12149,鱼漂,20f5534608685acb,启用,普通,品牌词
家用电器,737,厨房小电,752,多用途锅,754,火锅炉,df2a3efcd8db742e,启用,普通,品牌词
运动户外,1318,运动鞋包,12099,休闲鞋,9754,休闲板鞋,4951e26b4c3e6107,启用,普通,品牌词
运动户外,1318,健身训练,1463,运动护具,1487,护踝,c7e1b3226425e0ab,启用,普通,品牌词
服饰内衣,1315,女装,1343,打底裤,9716,铅笔裤,09e7a475e27cab80,启用,普通,品牌词
鞋靴,11729,时尚女鞋,11731,雪地靴,6920,皮毛一体雪地靴,05b55be73b1defc7,启用,普通,品牌词
运动户外,1318,骑行运动,12115,穿戴装备,12121,骑行头盔,3d4f1ddee199214b,启用,普通,品牌词
珠宝首饰,6144,水晶玛瑙,6172,手镯/手链/脚链,6180,玛瑙手链,ce9d8ed715dba799,启用,普通,品牌词
珠宝首饰,6144,时尚饰品,6182,耳饰,6191,珍珠耳环,febd4a79b5d492b5,启用,普通,品牌词
运动户外,1318,户外装备,1462,户外仪表,2631,户外表,fb2493a504b77bd2,启用,普通,品牌词
珠宝首饰,6144,时尚饰品,6182,手链/脚链,6189,男士手链,d9dd364db2012ac3,启用,普通,品牌词
玩具乐器,6233,乐器,6291,尤克里里,14225,小吉他,9e9258710e7b1c47,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,吊灯,9906,蜡烛灯,fbc52d55db4e2d90,启用,普通,品牌词
服饰内衣,1315,女装,1343,T恤,1355,蝙蝠衫,e233d27111e32472,启用,普通,品牌词
鞋靴,11729,时尚女鞋,11731,拖鞋/人字拖,9775,花朵鞋,e6e1895370843549,启用,普通,品牌词
服饰内衣,1315,服饰配件,1346,男士腰带/礼盒,12029,针扣皮带,8ef7ac3e059e1d6b,启用,普通,品牌词
家用电器,737,生活电器,738,净水器,898,前置过滤器,7e2a363501b8dcaa,启用,普通,品牌词
运动户外,1318,垂钓用品,12147,钓竿,12148,路亚,71da41c67fd01622,启用,普通,品牌词
玩具乐器,6233,乐器,6291,吉他,6299,电箱吉他,b15398f8590b7814,启用,普通,品牌词
运动户外,1318,体育用品,1466,轮滑滑板,12122,轮滑护具,256c53ec80110775,启用,普通,品牌词
运动户外,1318,户外装备,1462,户外照明,1476,led头灯,5f885617329fdcf5,启用,普通,品牌词
手机,9987,手机配件,830,充电器,13660,无线充电器,b1552a762177801f,启用,普通,品牌词
汽车用品,6728,维修保养,6742,汽车喇叭,13245,汽车警报器,412745b299287d4b,启用,普通,品牌词
汽车用品,6728,维修保养,6742,卤素灯,6768,牌照灯,1f3fafc7cf14a1b5,启用,普通,品牌词
电脑、办公,670,电脑整机,671,平板电脑配件,5146,iPad保护套,2ce01b370d57fe4c,启用,普通,品牌词
数码,652,摄影摄像,654,影棚器材,12344,灯箱,f7a131b3251b4955,启用,普通,品牌词
运动户外,1318,骑行运动,12115,穿戴装备,12121,自行车锁,b881c797546d9467,启用,普通,品牌词
家装建材,9855,装饰材料,9861,浴霸,11960,壁挂式浴霸,741aad4e53837553,启用,普通,品牌词
汽车用品,6728,汽车装饰,6745,功能小件,11889,汽车内饰用品,74176b6451e8fe82,启用,普通,品牌词
手机,9987,手机配件,830,手机保护套,866,手机套,3712d0108685d492,启用,普通,品牌词
珠宝首饰,6144,水晶玛瑙,6172,手镯/手链/脚链,6180,草莓晶,cc3ef9c4e3550e91,启用,普通,品牌词
礼品箱包,1672,潮流女包,2575,单肩包,5257,单肩水桶包,bb66d888cb2d0217,启用,普通,品牌词
鞋靴,11729,流行男鞋,11730,休闲鞋,6908,男士夏季鞋子,e51be3412ed97c28,启用,普通,品牌词
数码,652,智能设备,12345,智能手环,12347,智能生活,0844e84094beee4f,启用,普通,品牌词
服饰内衣,1315,女装,1343,连衣裙,9719,夏装连衣裙,d461141b7b1407e3,启用,普通,品牌词
礼品箱包,1672,潮流女包,2575,单肩包,5257,链条包,4ec99c8edbc41ba6,启用,普通,品牌词
汽车用品,6728,汽车装饰,6745,车身装饰件,11953,车标改装,bec4b7fa6ada361c,启用,普通,品牌词
家用电器,737,生活电器,738,除湿机,1283,智能除湿机,05fa705bcbd6ad8a,启用,普通,品牌词
汽车用品,6728,汽车装饰,6745,车身装饰件,11953,车身贴膜,99378db566f9eba5,启用,普通,品牌词
汽车用品,6728,汽车装饰,6745,功能小件,11889,功能小件,7dfa71dbc0efbba1,启用,普通,品牌词
母婴,1319,童装,11842,裤子,11224,儿童打底裤,3c6911d6b5edcade,启用,普通,品牌词
家居家纺,1620,生活日用,1624,净化除味,1661,干燥剂,5aeacd02752b5968,启用,普通,品牌词
家居家纺,1620,家纺,1621,枕芯,1628,天然橡胶,83507bd29e330c2f,启用,普通,品牌词
汽车用品,6728,美容清洗,6743,清洁剂,11878,汽车养护用品,8569efc7cbdd908c,启用,普通,品牌词
农资绿植,12473,园林/农耕,12479,农业机械/工具,12514,打药机,dd286cf07e4bad67,启用,普通,品牌词
服饰内衣,1315,女装,1343,连衣裙,9719,雪纺连衣裙,a03f4e92c60a453c,启用,普通,品牌词
汽车用品,6728,维修保养,6742,汽修工具,6795,液压千斤顶,fbf263e0212f60c8,启用,普通,品牌词
汽车用品,6728,美容清洗,6743,清洁剂,11878,去除剂,4fdb701c3650d1b9,启用,普通,品牌词
服饰内衣,1315,女装,1343,半身裙,9720,半身蓬蓬裙,cb4310ecf028b2fd,启用,普通,品牌词
厨具,6196,厨房配件,6214,厨房DIY/小工具,11978,饺子机,cadc76a138d1d2b2,启用,普通,品牌词
服饰内衣,1315,女装,1343,雪纺衫,9713,大码雪纺衫,7c221cbb6d2a80db,启用,普通,品牌词
厨具,6196,厨房配件,6214,厨房DIY/小工具,11978,磨粉机,fc67c94b2952242c,启用,普通,品牌词
